"","E.MTAB.386_eset","GSE12418_eset","GSE17260_eset","GSE26712_eset","GSE32062.GPL6480_eset","GSE9891_eset","PMID17290060_eset","TCGA_eset","Weighted.Mean","FDR"
"TMEM74B",-1.12673156208049,-1.04171783109247,-1.15996180640238,-1.13058323718002,-1.01527983841065,-1.03470479999332,1.02802008768085,-1.05939348589721,-1.07071185648821,0.217376694966834
"NEIL1",-1.01226517180616,-1.08376657767577,-1.09491317524868,-1.09365484652179,-1.22497680686291,-1.04122382837056,1.10198906659528,-1.07942713971574,-1.0704635709028,0.178425356041516
"FGFR4",-1.01801272487057,-1.1639607753404,-1.01116090379154,-1.01634112754945,-1.12106364570073,-1.19149632002484,-1.04018834358879,-1.05262492261571,-1.07038331152634,0.221528849295839
"LHFPL2",1.03996874164972,1.09295587924221,1.05045360504356,1.07767932311638,-1.10304965426341,1.15011008097456,-1.01159415161548,1.16962558488211,1.07029864534748,0.217376694966834
"ACSL3",-1.00332862437223,-1.19921367331288,1.14943658284079,1.07560602047994,1.09581633641623,1.07210469648491,-1.01481142414787,1.19570910280038,1.06910820732903,0.178425356041516
"NFATC3",-1.00269526290726,-1.06666088199422,-1.1399969032718,-1.0316639062691,1.03021443258282,-1.00880786132028,-1.10892936581543,-1.17481895301748,-1.06858316270622,0.217376694966834
"CHMP1A",-1.11970123469563,-1.1343758662151,-1.18338072529576,-1.03596641020405,-1.0361894187682,1.05246241613763,1.1155729403192,-1.14074855457388,-1.06789407841137,0.217376694966834
"LLGL1",1.06422784047693,-1.05571163838694,1.02008282266974,-1.22967727895062,-1.09876023677044,-1.14348376367354,-1.09233503823556,-1.02803761352169,-1.06733996273813,0.217376694966834
"RBM8A",-1.05759664556925,-1.09898379822541,1.04452175249104,-1.0568719054775,1.02150066270429,-1.1494298933831,1.00102143077592,-1.15244158895951,-1.06558236367069,0.217376694966834
"PDCD10",1.16987430835967,-1.09233621310592,1.1566117070742,1.14830839766236,1.02314167117422,1.00530620756563,-1.2395355740328,1.14334680026899,1.06400899086607,0.200100501018304
"RAB32",1.08024118077861,-1.14383955767442,-1.11102621730018,1.06644755755018,-1.03615812743522,1.16585363784495,-1.00033536749298,1.26797681598805,1.06367192522028,0.178425356041516
"FMO5",-1.0178033939901,-1.13739294155873,-1.08766889383577,-1.03334926293396,-1.07871692746083,-1.08436598503551,-1.03239861558452,-1.05646699268687,-1.06250312438785,0.217376694966834
"FAN1",1.04706522584106,-1.18280675420007,1.03846936221889,-1.03908350298205,-1.04176850064755,-1.08405300389736,1.00970656959058,-1.18119382735558,-1.06206694472732,0.129678415710354
"PIDD",-1.13301188158104,-1.11089942213611,-1.1048255278733,-1.05909471708579,-1.08746752356283,-1.04068127312474,1.0778419688561,-1.0390223731595,-1.06196502358275,0.219644879463845
"ULK2",-1.05970489651459,-1.04693291792484,-1.23203721774118,1.01345246650711,1.04106598763423,-1.1349015766533,-1.04914959822938,-1.05717943052059,-1.0615926089449,0.217376694966834
"SLC4A3",-1.08177364782629,-1.05977836886657,-1.01100546743812,-1.12640746560694,-1.16184272930762,-1.00240037674589,1.12001129851898,-1.08891441262504,-1.06096542373041,0.230855091330876
"NFYA",1.03286203387448,1.06050764602318,1.02466446333784,-1.01424338234539,1.0008387973032,-1.16099722834967,-1.12233774738845,-1.1966947262242,-1.05910468000616,0.221528849295839
"SOS2",-1.03285289243113,1.02744142786496,1.15533684018144,1.11175957321127,1.15048961829884,1.07941144067272,-1.14879286786971,1.05844364883039,1.05780432352467,0.228040957203684
"EPB41",-1.02005600443774,-1.14208710782868,-1.02125928435927,-1.05348406783153,-1.05788450754698,-1.07758641374407,-1.07443294468365,-1.05138303654247,-1.05775255861602,0.178425356041516
"REV1",-1.06030664438613,-1.02119338625436,-1.121314925275,1.05137373061567,-1.04998570666968,-1.04438511532528,-1.11971337368745,-1.09596914098045,-1.05636123432668,0.217376694966834
"PCMT1",1.10271677731624,1.01010758658667,1.11147174785886,1.09203037058936,-1.03000423039987,1.06678795176924,-1.19217012713263,1.12978942219124,1.05525878022543,0.217376694966834
"WDR33",-1.14325626262515,-1.06069368438983,1.06009919446846,1.00101468431583,-1.04275723550673,1.0047585618223,1.00494977663615,-1.17121009443475,-1.05396203043724,0.216402818325509
"MARK3",1.0528278222892,-1.06695874226195,1.16886696919974,1.01354315634229,1.16194023080959,1.00526070383431,1.11504705959693,1.02412413365363,1.0534293141447,0.217376694966834
"NAT2",-1.02381703219678,1.0540062228873,-1.13653393341022,-1.09235885650537,-1.01336209584188,-1.03378668844452,-1.11015610179491,-1.05324703089986,-1.05221631295054,0.178425356041516
"SCIN",-1.10135609314257,1.016804816406,-1.33924459527962,1.04600319489288,1.00851391502341,-1.03463899351718,1.07236208144129,-1.07985546362318,-1.05220435882625,0.224259489027079
"MAZ",-1.01693463917161,-1.03282495443794,1.01946535110832,-1.02853485237569,1.11522938806006,1.00624434560654,-1.13518685837146,-1.23916168664653,-1.05181292746612,0.178425356041516
"TBXA2R",-1.03061076377699,1.03397462702381,-1.04078354168087,-1.04614129030799,-1.07645351231628,-1.16904699115223,-1.03621541543099,-1.02613319505354,-1.04929095932186,0.178425356041516
"SEMA4G",1.0061757653882,-1.07790896201522,-1.014912351875,-1.08327738309823,-1.03884982011987,-1.11705726171659,-1.02244442448434,-1.0433802073326,-1.04915866384709,0.178425356041516
"SLC35C1",1.05681412013144,-1.00315861434278,1.09823869846171,1.0156222401157,1.07797638161269,1.02759854813889,1.06015810202294,1.04845022849306,1.04728453530834,0.178425356041516
"MANBA",-1.11341139373158,-1.07638604805381,-1.05931361547363,1.01967160291945,1.12174825588737,1.04259357968652,1.17599675816211,1.1833337945172,1.04634929520213,0.230855091330876
"PPP2R5D",-1.07162647789745,1.0161235553166,1.02758355722564,-1.05805117798135,-1.01971816892198,-1.05316749674783,-1.01476956432761,-1.11390713799885,-1.04631115440855,0.178425356041516
"GRB2",1.00037479538384,-1.0286513509669,1.04382652209234,1.05976100937634,1.010020288415,1.04174602512644,1.03875266718844,1.12239223596132,1.04623919738929,0.217376694966834
"HSF4",-1.10178807935529,1.2476270691841,-1.17441112539996,-1.05119710461852,-1.17087102898107,-1.03321423315125,1.11307099662902,-1.06600195816525,-1.04600717048286,0.105845661834646
"B4GALNT1",1.03112875559872,1.02673233743862,-1.09082862238818,-1.08340204341153,-1.13386833561279,-1.04002011582648,-1.06010461314884,-1.02435056981462,-1.0455261247284,0.229197758837106
"SMPD3",-1.00782176775899,-1.03572987442164,-1.22541586271859,-1.03329319045935,1.06438940901926,-1.07405416013334,1.00448886862981,-1.05453917819791,-1.04550799776613,0.217376694966834
"SNX19",1.12583866976655,-1.23464515681323,1.20322995110752,-1.11233324520534,1.20427000805095,1.11787236705809,-1.20330172367727,1.11050995600419,1.04538014974796,0.0836995575809362
"RNMT",-1.10530245721026,-1.04032126142711,-1.01132565931309,1.03122062528077,-1.01690632873202,-1.04431643404835,1.04903088290454,-1.13367253920328,-1.04388766405327,0.217376694966834
"HAP1",1.01511633393555,-1.0320188751583,-1.05609521316314,-1.09064066163299,-1.02616923834227,-1.06446047075608,-1.01262249723658,-1.05287410697159,-1.04330437997157,0.217376694966834
"TMEM53",-1.03451856343273,1.01757674128966,1.02117498251344,-1.12476371468274,-1.03173340492548,-1.11254063554904,1.00089690994443,-1.03678834756566,-1.04251060398516,0.17499660453773
"FHOD1",-1.0622024898835,-1.06532947380402,-1.2004111614481,1.00174558947196,1.00653437962877,1.10638860684431,1.05529057469057,-1.12739881840704,-1.0421492806447,0.223986431757889
"SYPL1",-1.02632441423666,1.00902823287722,1.13045230906134,1.04082999865415,1.19428382487161,1.04211317888522,-1.28895499808773,1.09488256120419,1.04212616659926,0.221528849295839
"NR1H4",-1.02614979825725,1.01479246618511,-1.13356014782023,-1.11809287270826,1.05935835850182,-1.00448433861198,-1.07150179258715,-1.04451467229137,-1.04190524446494,0.217376694966834
"PLG",1.0168480322278,1.01574121945892,-1.06763363721685,-1.0993600571342,-1.10106009335573,-1.08208806410002,1.04264611764715,-1.02480689352941,-1.04103250957483,0.230855091330876
"OR1D2",-1.01263185632936,1.10097448576393,1.00064432841447,-1.02050225789506,-1.2352226480959,-1.01961743239542,-1.05499434942933,-1.05841077095001,-1.04009614587688,0.16903151018398
"ARFIP2",1.01676123487635,1.13874120290155,-1.06602944131215,-1.04379873580157,-1.09058316085699,-1.05415658236488,1.1106375744908,-1.13916581116586,-1.0369307494579,0.217376694966834
"DNAJB12",1.06483857156672,-1.41826899613025,1.18723877191311,-1.02264059222168,1.08860295210478,1.08687867816716,1.06050370561371,1.07457977427711,1.03483946497664,0.217376694966834
"THOC1",-1.15223729282064,1.20175297817902,1.12048783616268,-1.0434154677885,-1.08478254659893,-1.12969792978162,1.09276187542548,-1.10676658961749,-1.03428221869993,0.223986431757889
"PPM1A",-1.07022966914668,-1.06457132260642,1.12262589258724,1.08169344021,1.12487322941402,1.05531548503996,-1.31337095777001,1.11966529238522,1.03340123033209,0.178425356041516
"SCARB1",-1.10933768182309,1.03576311760276,-1.16786405667727,-1.05141348852601,1.09326795007143,1.02144617705936,1.17528833098306,-1.11220916123296,-1.03155377771907,0.229197758837106
"FABP7",1.0017873916014,1.09123135538031,-1.1415392947305,-1.04287556980607,1.02137474075015,-1.02670700735771,-1.08398542993441,-1.04019276583494,-1.02973122031741,0.221528849295839
"SPATA20",-1.06248564488455,1.0842370720027,-1.06303305833246,1.05021676333326,-1.12866140273446,-1.11522703797502,1.27486038231842,-1.0853038689572,-1.0256867921496,0.223986431757889
